step,population,nonrenewableResourceFractionRemaining,serviceOutput,foodPerCapita,industrialOutputPerCapita,indexOfPersistentPollution,lifeExpectancy,crudeBirthRate,crudeDeathRate,arableLand,landYield
1900.0,0.1,1.0,0.27792523416953274,0.083125,0.0144,0.0057444852941176475,0.4035208420620309,0.7738586621820125,0.5731272445734146,0.3,0.26142291279909013
1901.0,0.10100365708804299,0.999717375,0.2754960040023763,0.08576528172538786,0.014402018943170489,0.005578079100909056,0.40256759153886845,0.7661689531770659,0.5674321713656668,0.30119683424830396,0.26069873484979766
1902.0,0.10200115849099252,0.9994228463584147,0.2756346722552892,0.0882847726643476,0.014470890096950398,0.0055456181873121445,0.40254032209728796,0.7664209121160757,0.5708346231549346,0.30245274469312294,0.2623121124785728
1903.0,0.10316918744903886,0.9991166712893929,0.27585276699674177,0.09059773666877374,0.014596718251475852,0.005528614851618524,0.40253233391063253,0.7983472434444958,0.5719174368468011,0.3037748524842904,0.26437017578707317
1904.0,0.1044290214693568,0.9987988768635804,0.27607113807461164,0.09278583617740874,0.01477284384392746,0.005519708342445675,0.40246321885600933,0.8149447155365919,0.5736642740287441,0.3051664160438019,0.26658910747159975
1905.0,0.10573237328299644,0.9984694327049207,0.2763236156604314,0.09490505209263328,0.014993226042569512,0.005515043028117041,0.40237468327009285,0.8223998351563033,0.5758619445991442,0.30662822178385835,0.26887522253045687
1906.0,0.10705195926489004,0.9981282584675145,0.276641282191695,0.0969933724969916,0.015252544877670972,0.005512939546181262,0.40229669675624635,0.8247613820544154,0.5782295126790167,0.30815988710009967,0.27118922277856866
1907.0,0.10837342587592662,0.9977752252284231,0.2770418343864057,0.09907674802773962,0.015546247280310987,0.005513074978519589,0.40224721279224107,0.8244672716695081,0.5805944586886799,0.3097604672147811,0.27351370321131996
1908.0,0.1096900140281719,0.9974101574837371,0.27753348578203185,0.10117322004096241,0.015870526132142695,0.005515944285899315,0.4022362346495066,0.8229153788287041,0.5828592235059137,0.3114287957247271,0.2758421567418139
1909.0,0.11099926438863723,0.9970328359582677,0.27811893690552236,0.10329566491403196,0.016222260500397226,0.005522497236389883,0.4022689889620808,0.8208745050815115,0.5849719758753208,0.313163685345836,0.2781737785883779
1910.0,0.11230105986341886,0.996643000702388,0.2787979010729057,0.10545356824207769,0.01659893932733209,0.005533893041995458,0.4023479351826665,0.818747761204362,0.5869074782426713,0.3149640433111184,0.28051061582358777
1911.0,0.11359649279295228,0.9962403540880691,0.27956856797566737,0.10765415946386604,0.016998581991742617,0.005551337362001443,0.40247396900055765,0.8167317641155418,0.5886555449149097,0.31682893341801666,0.2828559725624392
